
======================================================================
RUNNING ALL EXPERIMENTS
Total experiments: 19
Total runs: 1000
Estimated time: ~66.7 minutes (at 4s/run)
======================================================================


######################################################################
# EXPERIMENT: baseline
# Baseline: unmodified airbench94
# Runs: 100
######################################################################


============================================================
Experiment: baseline_ec2132ab
Timestamp: 2025-12-08T21:23:26.463225
Config overrides: None
Number of runs: 100
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      9  |      0.9434  |     0.9736  |   0.9317  |               |              3.8792  |
|          |   eval  |      0.9434  |     0.9736  |   0.9317  |       0.9395  |              4.0506  |
------------------------------------------------------------------------------------------------------
|      41  |      0  |      1.4082  |     0.7266  |   0.6117  |               |              0.4385  |
|          |      1  |      1.2646  |     0.8037  |   0.7477  |               |              0.8513  |
|          |      2  |      1.2314  |     0.8135  |   0.7269  |               |              1.2716  |
|          |      3  |      1.1533  |     0.8662  |   0.8399  |               |              1.6504  |
|          |      4  |      1.1094  |     0.8926  |   0.8457  |               |              2.0335  |
|          |      5  |      1.1074  |     0.8877  |   0.8729  |               |              2.4132  |
|          |      6  |      1.0596  |     0.9141  |   0.8832  |               |              2.7955  |
|          |      7  |      1.0215  |     0.9297  |   0.9049  |               |              3.1770  |
|          |      8  |      0.9644  |     0.9658  |   0.9227  |               |              3.5549  |
|          |      9  |      0.9434  |     0.9805  |   0.9341  |               |              3.9075  |
|          |   eval  |      0.9434  |     0.9805  |   0.9341  |       0.9412  |              4.0788  |
------------------------------------------------------------------------------------------------------
|      42  |      0  |      1.4443  |     0.6982  |   0.6703  |               |              0.4572  |
|          |      1  |      1.2578  |     0.8096  |   0.7915  |               |              0.8690  |
|          |      2  |      1.2305  |     0.8262  |   0.7767  |               |              1.2866  |
|          |      3  |      1.1377  |     0.8770  |   0.8329  |               |              1.6650  |
|          |      4  |      1.1338  |     0.8730  |   0.8684  |               |              2.0471  |
|          |      5  |      1.0752  |     0.9023  |   0.8718  |               |              2.4280  |
|          |      6  |      1.0615  |     0.9072  |   0.8825  |               |              2.8102  |
|          |      7  |      1.0068  |     0.9463  |   0.9028  |               |              3.1908  |
|          |      8  |      0.9653  |     0.9648  |   0.9236  |               |              3.5702  |
|          |      9  |      0.9380  |     0.9795  |   0.9327  |               |              3.9223  |
|          |   eval  |      0.9380  |     0.9795  |   0.9327  |       0.9394  |              4.0932  |
------------------------------------------------------------------------------------------------------
|      43  |      0  |      1.4600  |     0.6846  |   0.6381  |               |              0.4161  |
|          |      1  |      1.2812  |     0.7910  |   0.6872  |               |              0.8303  |
|          |      2  |      1.2080  |     0.8252  |   0.7825  |               |              1.2466  |
|          |      3  |      1.1436  |     0.8701  |   0.8213  |               |              1.6277  |
|          |      4  |      1.1221  |     0.8818  |   0.8446  |               |              2.0073  |
|          |      5  |      1.1357  |     0.8779  |   0.8634  |               |              2.3878  |
|          |      6  |      1.0439  |     0.9209  |   0.8919  |               |              2.7686  |
|          |      7  |      1.0098  |     0.9453  |   0.9064  |               |              3.1492  |
|          |      8  |      0.9551  |     0.9727  |   0.9165  |               |              3.5293  |
|          |      9  |      0.9424  |     0.9795  |   0.9336  |               |              3.8778  |
|          |   eval  |      0.9424  |     0.9795  |   0.9336  |       0.9419  |              4.0485  |
------------------------------------------------------------------------------------------------------
|      44  |      0  |      1.4062  |     0.7393  |   0.6836  |               |              0.4512  |
|          |      1  |      1.2988  |     0.7715  |   0.7093  |               |              0.8651  |
|          |      2  |      1.2012  |     0.8350  |   0.7370  |               |              1.2803  |
|          |      3  |      1.1641  |     0.8584  |   0.8163  |               |              1.6604  |
|          |      4  |      1.1406  |     0.8643  |   0.8487  |               |              2.0404  |
|          |      5  |      1.0898  |     0.8887  |   0.8496  |               |              2.4197  |
|          |      6  |      1.0400  |     0.9287  |   0.8839  |               |              2.7996  |
|          |      7  |      1.0088  |     0.9395  |   0.8874  |               |              3.1805  |
|          |      8  |      0.9712  |     0.9629  |   0.9221  |               |              3.5595  |
|          |      9  |      0.9360  |     0.9785  |   0.9320  |               |              3.9088  |
|          |   eval  |      0.9360  |     0.9785  |   0.9320  |       0.9407  |              4.0801  |
------------------------------------------------------------------------------------------------------
|      45  |      0  |      1.4092  |     0.7266  |   0.6455  |               |              0.4697  |
|          |      1  |      1.2510  |     0.8135  |   0.7866  |               |              0.8844  |
|          |      2  |      1.2041  |     0.8350  |   0.7947  |               |              1.2976  |
|          |      3  |      1.1475  |     0.8652  |   0.8343  |               |              1.6776  |
|          |      4  |      1.1182  |     0.8799  |   0.8418  |               |              2.0582  |
|          |      5  |      1.0977  |     0.8760  |   0.8356  |               |              2.4377  |
|          |      6  |      1.0459  |     0.9229  |   0.8627  |               |              2.8179  |
|          |      7  |      1.0107  |     0.9248  |   0.9028  |               |              3.1980  |
|          |      8  |      0.9688  |     0.9561  |   0.9235  |               |              3.5776  |
|          |      9  |      0.9414  |     0.9746  |   0.9344  |               |              3.9281  |
|          |   eval  |      0.9414  |     0.9746  |   0.9344  |       0.9402  |              4.0986  |
------------------------------------------------------------------------------------------------------
|      46  |      0  |      1.4336  |     0.6953  |   0.7011  |               |              0.4669  |
|          |      1  |      1.2705  |     0.7969  |   0.6352  |               |              0.8808  |
|          |      2  |      1.2568  |     0.7949  |   0.7925  |               |              1.2991  |
